"Расписание занятий
на 2 семестр 2025-2026 учебного года
институт инженерии и робототехники 4 курс",column_1,column_2
Дни,Часы,Б-АИ-РТ-405 26.01.26
"к
и
н
ь
л
е
д
е
н
о
П",8.30-10.00,
,10.10-11.40,лек. АВТОМАТИЗАЦИЯ И РОБОТИЗАЦИЯ ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССОВ С.Х. доц.Волгин А.В. 304
,,лб.з. автоматизация и роботизация технологических процессов сельскохозяйственного производства Волгин А.В.304
,12.00-13.30,"лб.з. автоматизация и роботизация технологических процессов сельскохозяйственного производства
Волгин А.В.304"
,13.40-15.10,"пр.з.автоматизация и роботизация технологических процессов сельскохозяйственного производства
Кузнецов А.А.304"
,15.20-16.50,
,17.00-18.30,
"к
и
н
р
о
т
В",8.30-10.00,"лек. РЕМОНТ АГРОРОБОТОТЕХНИЧЕСКИХ СРЕДСТВ И КОМПЛЕКСОВ
доц. Венскайтис В.В. 117"
,10.10-11.40,"лаб.з.нормирование, лицензирование и сертификация при изготовлении и эксплуатации агророб. комплексов
Березкин А.С. 115"
,12.00-13.30,лек. НАДЕЖНОСТЬ АГРОРОБОТОТИЗИРОВАННЫХ СРЕДСТВ И КОМПЛЕКСОВ доц. Венскайтис В.В. 115
,,"лек. НОРМИРОВАНИЕ, ЛИЦЕНЗИРОВАНИЕ И СЕРТИФИКАЦИЯ доц. Горбушин П.А. 115"
,13.40-15.10,
,15.20-16.50,
,17.00-18.30,
"а
д
е
р
С",8.30-10.00,лек. ЭКОНОМИЧЕСКОЕ ОБОСНОВАНИЕ ФУНКЦИОНИРОВАНИЯ АГРОРОБОТОТЕХНИЧ. КОМПЛЕКСОВ доц. Потоцкая Л.Н.115
,,
,10.10-11.40,"пр.з. экономическое обоснование функционирования агроробототехнических комплексов
доц. Потоцкая Л.Н. 115"
,12.00-13.30,"лаб.з.диагностирование агроробототехнических средств
Комаров Ю.В.115"
,13.40-15.10,"лаб.з. ремонт агроробототехнических средств
Венскайтис В.В. 117"
,15.20-16.50,
,17.00-18.30,
"г
р
е
в
т
е
Ч",8.30-10.00,
,,лаб.з. ремонт агроробототехнических средств и комплексов Венскайтис В.В. 117
,10.10-11.40,"лек. ЭКСПЛУАТАЦИЯ АГРОРОБОТОТЕХНИЧЕСКИХ СРЕДСТВ И КОМПЛЕКСОВ В АГРОИНЖЕНЕРИИ
проф. Демин Е.Е. 115"
,12.00-13.30,"лаб.з. эксплуатация агроробототехнических средств и комплексов в агроинженерии
Демин Е.Е. Савенков А.С. 115"
,13.40-15.10,лек.ДИАГНОСТИРОВАНИЕ АГРОРОБОТОТЕХНИЧЕСКИХ СРЕДСТВ И КОМПЛЕКСОВ В АПК доц. Комаров Ю.В.115
,,лаб.з. диагностирование агроробототехнических средств и комплексов в АПК Комаров Ю.В. 115
,15.20-16.50,
,17.00-18.30,
"а
ц
и
н
т
я
П",8.30-10.00,лб.з. надежность агроробототизированных средств и комплексов Исмаилов И.С. 115
,,пр.з. надежность агроробототизированных средств и комплексов Исмаилов И.С.115
,10.10-11.40,лек. ОСНОВЫ НАУЧНЫХ ИССЛЕДОВАНИЙ В АГРОИНЖЕНЕРИИ проф. Павлов П.И. 202
,,пр.з. основы научных исследований в агроинженерии Павлов П.И. 431
,12.00-13.30,
,13.40-15.10,
,15.20-16.50,
,17.00-18.30,
"а
т
о
б",8.30-10.00,
,10.10-11.40,
"б
у
С",12.00-13.30,
,13.40-15.10,
