"Расписание занятий
на 2 семестр 2025-2026 учебного года
институт инженерии и робототехники 1 курс",column_1,column_2
Дни,Часы,М-АИ-ЭА-103
"к
и
н
ь
л
е
д
е
н
о
П",8.30-10.00,
,10.10-11.40,
,12.00-13.30,
,13.40-15.10,
,15.20-16.50,
,17.00-18.30,
"к
и
н
р
о
т
В",8.30-10.00,
,10.10-11.40,
,12.00-13.30,лек. НАДЕЖНОСТЬ ЭЛЕКТРИЧЕСКИХ СИСТЕМ доц. Логачева О.В. 420
,,пр.з. надежность электрических систем Логачева О.В. Кузнецов А.А. 420
,13.40-15.10,лек.ТЕХНИЧЕСКИЕ СРЕДСТВА УПРАВЛЕНИЯ доц. Моисеев А.П. 301
,,лаб.з. технические средства управления Моисеев А.П. 301
,15.20-16.50,пр.з. роботизированные системы управления Волгин А.В. 301
,,пр.з. педагогика высшей школы Измайлова Ю.М. 115
,17.00-18.30,лек. РОБОТИЗИРОВАННЫЕ СИСТЕМЫ УПРАВЛЕНИЯ доц. Волгин А.В. 301
,,
"а
д
е
р
С",8.30-10.00,
,10.10-11.40,
,12.00-13.30,
,13.40-15.10,
,,лек. МЕТОДОЛОГИЯ И МЕТОДЫ ПРОВЕДЕНИЯ НАУЧНЫХ ИССЛЕДОВАНИЙ В АГРОИНЖЕНЕРИИ проф. Сафонов В.В. 118
,15.20-16.50,лек. СИСТЕМА ЭНЕРГООБЕСПЕЧЕНИЯ ПРЕДПРИЯТИЙ АПК доц. ЕвстафьевД.П.120
,,пр.з. система энергообеспечения предприятий АПК Шишигин И.Н. 120
,17.00-18.30,лек.СОВРЕМЕННЫЕ ПРОГРАМНЫЕ ПРОДУКТЫ В ЭЛЕКТРОЭНЕРГЕТИКЕ доц. Евстафьев Д.П 200
,,лаб.з. современные программные продукты в электроэнергетике Евстафьев Д.П. 200
"г
р
е
в
т
е
Ч",8.30-10.00,
,10.10-11.40,
,12.00-13.30,"пр.з. методология и методы проведения научных исследований в агроинженерии
Сафонов В.В. 121"
,13.40-15.10,"пр.з. надежность электрических систем
Логачева О.В. Кузнецов А.А. 420"
,15.20-16.50,пр.з. выбор альтернативных источников энергии доц. Верзилин А.А. 405
,,
,17.00-18.30,
"а
ц
и
н
т
я
П",8.30-10.00,
,10.10-11.40,
,12.00-13.30,
,13.40-15.10,
,15.20-16.50,
,17.00-18.30,
,8.30-10.00,
"а
т
о
б
б
у
С",10.10-11.40,
,12.00-13.30,
,13.40-15.10,
,,
