column_0,column_1,column_2,column_3
,,,
"Расписание занятий на 2 семестр 2025-2026 учебного года
институт генетики и агрономии 2 курс
а и",,,
"т
а
Д","н
Д",Часы,М-А-21
"а
т
р
а
м
2
0","к
и
н
ь
л
е
д
е
н
о
П",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,"пр.з. УПРАВЛЕНИЕ ПЕРСОНАЛОМ
проф. Глебов И. П. ауд. 422"
,,13.40-15.10,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 610"
,,15.20-16.50,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 610"
,,17.00-18.30,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 610"
"а
т
р
а
м
3
0","к
и
н
р
о
т
В",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,
,,13.40-15.10,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
асс. Сугробов А.Ф. ауд. 608"
,,15.20-16.50,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 608"
,,17.00-18.30,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 608"
,,18.40-20.10,
"а
т
р
а
м
4
0","а
д
е
р
С",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,"пр.з. УПРАВЛЕНИЕ ПЕРСОНАЛОМ
проф. Глебов И. П. ауд. 422"
,,13.40-15.10,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 608"
,,15.20-16.50,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 608"
,,17.00-18.30,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 608"
,,18.40-20.10,
"а
т
р
а
м
5
0","г
р
е
в
т
е
Ч",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,"пр.з. УПРАВЛЕНИЕ ПЕРСОНАЛОМ
проф. Глебов И. П. ауд. 1004"
,,13.40-15.10,"пр.з. Точное земледелие
доц. Полетаев И. С. ауд. 608"
,,15.20-16.50,"пр.з. Точное земледелие
доц. Полетаев И. С. ауд. 610"
,,17.00-18.30,"пр.з. Точное земледелие
доц. Полетаев И. С. ауд. 610"
,,18.40-20.10,
"а
т
р
а
м
6
0","а
ц
и
н
т
я
П",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,"пр.з. УПРАВЛЕНИЕ ПЕРСОНАЛОМ
проф. Глебов И. П. ауд. 347"
,,13.40-15.10,"лаб.з. Адаптивно - ландшафтные системы земледелия
асс. Сугробов А. Ф. ауд. 602"
,,15.20-16.50,"лаб.з. Адаптивно - ландшафтные системы земледелия
асс. Сугробов А. Ф. ауд. 602"
,,17.00-18.30,"лаб.з. Адаптивно - ландшафтные системы земледелия
асс. Сугробов А. Ф. ауд. 602"
,,18.40-20.10,
"а
т
р
а
м
7
0","а
т
о
б
б
у
С",8.30-10.00,
,,10.10-11.40,"лаб.з. Адаптивно - ландшафтные системы земледелия
асс. Сугробов А. Ф. ауд. 602"
,,12.00-13.30,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 602"
,,13.40-15.10,"пр.з. АДАПТИВНО - ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И. С. ауд. 602"
,,,
