"Расписание занятий
на 2 семестр 2025-2026 учебного года
институт инженерии и робототехники 4 курс",column_1,column_2
Дни,Часы,Б-СТ-401 с 26.01.26
"к
и
н
ь
л
е
д
е
н
о
П",8.30-10.00,
,10.10-11.40,"лек.ЭКОНОМИКА В СТРОИТЕЛЬСТВЕ
доц. Торопова В.В. 407"
,12.00-13.30,"лек.ТЕХНОЛОГИЧЕСКИЕ ПРОЦЕССЫ В СТРОИТЕЛЬСТВЕ
доц. Поваров А.В. 501а"
,13.40-15.10,"лек.ОХРАНА ВОЗДУШНОГО БАССЕЙНА НА ОБЪЕКТАХ ТЕПЛО-,ГАЗОСНАБЖЕНИЯ
доц. Федюнина Т.В. 500"
,15.20-16.50,
,17.00-18.30,
"к
и
н
р
о
т
В",8.30-10.00,
,10.10-11.40,пр.з. автоматизация систем ТГС и В Мерзлов С.П. 400
,,
,12.00-13.30,"пр.з. управление качеством в строительстве
Шутова О.А. 407"
,13.40-15.10,"пр.з. общая физическая подготовка
Бугров А.А. сок"
,15.20-16.50,"лек.УПРАВЛЕНИЕ КАЧЕСТВОМ В СТРОИТЕЛЬСТВЕ
доц. Тяпаев Т.Б. 407"
,17.00-18.30,
"а
д
е
р
С",8.30-10.00,
,10.10-11.40,"лек.ОСНОВЫ ОРГАНИЗАЦИИ И УПРАВЛЕНИЯ ПРОИЗВОДСТВОМ
доц. Ледяев Т.Б. 248"
,12.00-13.30,"пр.з. основы организации и управления производством
Ледяев Т.Б. 248"
,13.40-15.10,лаб.з. основы организации и управления производством Ледяев Т.Б. 248
,,
,15.20-16.50,
,17.00-18.30,
"г
р
е
в
т
е
Ч",8.30-10.00,
,10.10-11.40,"пр.з. экономика в строительстве
Торопова В.В. 308"
,12.00-13.30,"лек.АВТОМАТИЗАЦИЯ СИСТЕМ ТГС И В
доц. Кадухин А.И. 400"
,13.40-15.10,лаб.з. автоматизация систем ТГС и В Верзилин А.А. 400
,,лаб.з. технологические процессы в строительстве Поваров А.В. 501а
,15.20-16.50,
,17.00-18.30,
"а
ц
и
н
т
я
П",8.30-10.00,
,10.10-11.40,"лаб.з. охрана воздушного бассейна на объектах тепло-, газоснабжения Сафин Э.Э. Серебряков С.А. 505"
,,
,12.00-13.30,"пр.з. охрана воздушного бассейна на объектах тепло-, газоснабжения
Сафин Э.Э. 505"
,13.40-15.10,"пр.з. технологические процессы в строительстве
Сафин Э.Э. 500"
,15.20-16.50,
,17.00-18.30,
"а
т
о
б",8.30-10.00,
,10.10-11.40,
"б
у
С",12.00-13.30,
,13.40-15.10,
