column_0,column_1,column_2,column_3
,,,
"Расписание занятий на 2 семестр 2025-2026 учебного года
институт генетики и агрономии 2 курс",,,
"а
яа т
лД","к
и
ин
нД
ь",Часы,М-А-22
"а
р
в
е
ф
3
2","л
е
д
е
н
о
П",10.10-11.40,
,,12.00-13.30,
,,13.40-15.10,ВЫХОДНОЙ
,,15.20-16.50,
,,17.00-18.30,
,,18.40-20.10,
"я
л
а
р
в
е
ф
4
2","к
и
н
р
о
т
В",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,
,,13.40-15.10,
,,15.20-16.50,"лек. АДАПТИВНО-ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И.С. 610"
,,17.00-18.30,"лек. АДАПТИВНО-ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И.С. 610"
,,18.40-20.10,"лек. АДАПТИВНО-ЛАНДШАФТНЫЕ СИСТЕМЫ ЗЕМЛЕДЕЛИЯ
доц. Полетаев И.С. 610"
"я
л
а
р
в
е
ф
5
2","а
д
е
р
С",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,
,,13.40-15.10,
,,15.20-16.50,"лек. ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ В БОГАРНЫХ И ОРОШАЕМЫХ АГРОЦЕНОЗАХ
доц. Субботин А.Г. 708"
,,17.00-18.30,"лек. ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ В БОГАРНЫХ И ОРОШАЕМЫХ АГРОЦЕНОЗАХ
доц. Субботин А.Г. 708"
,,18.40-20.10,"лек. ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ В БОГАРНЫХ И ОРОШАЕМЫХ АГРОЦЕНОЗАХ
доц. Субботин А.Г. 708"
"я
л
а
р
в
е
ф
6
2","г
р
е
в
т
е
Ч",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,
,,13.40-15.10,"лек. ЧАСТНОЕ РАСТЕНИЕВОДСТВО
доц. Белышкина М.Е. 702"
,,15.20-16.50,"лек. ЧАСТНОЕ РАСТЕНИЕВОДСТВО
доц. Белышкина М.Е. 712"
,,17.00-18.30,"лек. ЧАСТНОЕ РАСТЕНИЕВОДСТВО
доц. Белышкина М.Е. 702"
,,18.40-20.10,
"я
л
а
р
в
е
ф
7
2","а
ц
и
н
т
я
П",8.30-10.00,
,,10.10-11.40,
,,12.00-13.30,
,,13.40-15.10,"лек. СОРТОВЫЕ ТЕХНОЛОГИИ
доц. Субботин А.Г. 702"
,,15.20-16.50,"лек. СОРТОВЫЕ ТЕХНОЛОГИИ
доц. Субботин А.Г. 702"
,,17.00-18.30,"лек. СОРТОВЫЕ ТЕХНОЛОГИИ
доц. Субботин А.Г. 702"
,,18.40-20.10,
"я
л
а
р
в
е
ф
8
2","а
т
о
б
б
у
С",8.30-10.00,
,,10.10-11.40,"лек. ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ В БОГАРНЫХ И ОРОШАЕМЫХ АГРОЦЕНОЗАХ
доц. Субботин А.Г. 708"
,,12.00-13.30,"лек. ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ В БОГАРНЫХ И ОРОШАЕМЫХ АГРОЦЕНОЗАХ
доц. Субботин А.Г. 708"
,,13.40-15.10,"лек. ИННОВАЦИОННЫЕ ТЕХНОЛОГИИ В БОГАРНЫХ И ОРОШАЕМЫХ АГРОЦЕНОЗАХ
доц. Субботин А.Г. 708"
,,,
